id,name,food_origin,regional_cuisine,main_type,sub_type,flavor_tags,scene_tags,feature_tags,seasonal_terms,budget_level,cook_time_minutes,difficulty,ingredients,is_spicy,is_vegetarian,calorie_level,description
629,港式奶茶,饮品特调,饮品特调,饮品,奶茶类,奶香,下午茶|一个人吃,治愈|解馋|素食友好,,低预算,10,简单,红茶|淡奶|糖|冰块,0,1,中等,茶底更厚一点，适合想喝经典奶茶、又想要一点存在感的时候。
630,香芋奶茶,饮品特调,饮品特调,饮品,奶茶类,奶香,下午茶|一个人吃,治愈|解馋|素食友好,,中等预算,10,简单,红茶|牛奶|香芋泥|糖浆,0,1,中等,芋头香会让整体更绵一点，适合喜欢柔和口感的奶茶时刻。
631,姜汁可可热饮,西式,美式西餐,饮品,热饮类,奶香,下午茶|夜宵,暖胃|治愈|素食友好,,低预算,10,简单,可可粉|牛奶|姜汁|糖,0,1,中等,热可可里带一点姜香，会比普通热巧更有暖身感，适合晚上慢慢喝。
632,桂圆红枣热牛奶,中式,中式家常,饮品,热饮类,奶香,夜宵|一个人吃,暖胃|治愈|省钱|素食友好,,低预算,10,简单,牛奶|桂圆|红枣|蜂蜜,0,1,中等,做法直接但很适合夜里想喝点热的、又不想太刺激的时候。
633,泰式奶茶,东南亚,泰式,饮品,奶茶类,奶香,下午茶|一个人吃,治愈|解馋|素食友好,,中等预算,10,简单,泰式红茶|炼乳|牛奶|冰块,0,1,中等,茶香更厚、甜感更明显，适合想换一种奶茶路线的时候。
634,墨西哥鸡肉塔可沙拉,拉美,墨西哥风味,轻食早午餐,沙拉碗类,鲜香|酸甜,一个人吃|健身准备餐,清爽|高蛋白,,中等预算,20,简单,鸡胸肉|生菜|玉米|番茄莎莎,0,0,低,酸爽莎莎和鸡肉搭起来很轻快，适合想吃拉美风味又不想太重的时候。
635,拉美牛肉芝士薄饼,拉美,拉美风味,正餐,饼类,鲜香|重口,双人晚餐|朋友聚餐,分享|解馋,,中等预算,20,简单,牛肉|芝士|薄饼|洋葱,0,0,中等,切开分着吃很合适，属于聚餐时不太会冷场的一类热食。
636,老北京鸡丝凉面,中式,中式家常,正餐,面类,蒜香|鲜香,一个人吃|夜宵,省钱|快手|清爽|暖胃,,低预算,15,简单,面条|鸡丝|黄瓜|芝麻酱,0,0,中等,口味熟悉又不复杂，适合天气热或者晚上想简单吃一口的时候。
637,酸豆角肉末米粉,中式,中式家常,正餐,粉类,鲜香|香辣,一个人吃|夜宵,省钱|解馋|暖胃,,低预算,20,简单,米粉|肉末|酸豆角|辣椒,1,0,中等,酸香和辣味一起上来会很抓人，也很适合预算友好的一人食。
638,西北油泼扯面,中式,西北风味,正餐,面类,香辣|鲜香,一个人吃|双人晚餐,解馋|下饭|素食友好|暖胃,,低预算,20,简单,面条|辣椒面|蒜|青菜,1,1,中等,香味直接、面感扎实，适合想吃得朴素但又很有满足感的时候。
639,云南菌菇汽锅鸡,中式,云贵风味,正餐,锅汤类,清淡|鲜香,双人晚餐|朋友聚餐,暖胃|高蛋白|分享,,高预算,50,中等,鸡肉|菌菇|姜|高汤,0,0,低,汤头清亮但很有鲜味，适合天气转凉时围着喝一锅舒服的热汤。
640,闽南花生汤,中式,闽味,甜品,中式甜品类,奶香,下午茶|夜宵,治愈|暖胃|省钱|素食友好,,低预算,25,简单,花生|冰糖|淀粉,0,1,中等,软糯花生和温甜汤底都很有家常安慰感，适合夜里或者下午嘴馋时来一碗。
641,贵州酸汤鱼片,中式,云贵风味,正餐,锅汤类,酸甜|鲜香,双人晚餐|朋友聚餐,暖胃|分享|解馋,,高预算,35,中等,鱼片|番茄|木姜子|酸汤,1,0,低,酸香很亮，喝汤和配饭都很顺，适合想吃点有地方风味的热菜时刻。
642,折耳根牛肉拌粉,中式,云贵风味,正餐,粉类,香辣|鲜香,一个人吃|夜宵,解馋|省钱,,低预算,20,简单,米粉|牛肉|折耳根|辣椒油,1,0,中等,香气很有辨识度，拌粉路线也很适合一个人快速解决一顿。
643,西北羊肉泡馍,中式,西北风味,正餐,饼类,鲜香|重口,双人晚餐|夜宵,暖胃|解馋,,中等预算,35,中等,羊肉|馍|粉丝|香菜,0,0,中等,汤和馍一起吃会特别有饱足感，适合天凉时来一碗扎实的西北风味主食。
644,岐山臊子面,中式,西北风味,正餐,面类,酸甜|鲜香,一个人吃|双人晚餐,暖胃|下饭,,低预算,20,简单,面条|肉末|木耳|胡萝卜,0,0,中等,酸香带一点肉末鲜味，很适合想吃热面又想要一点开胃感的时候。
645,闽南沙茶面,中式,闽味,正餐,面类,鲜香|蒜香,一个人吃|双人晚餐,解馋|暖胃,,中等预算,25,简单,面条|沙茶酱|虾仁|豆腐泡,0,0,中等,沙茶香会把整碗面的存在感拉起来，适合想吃有地方特色的汤面。
646,福州荔枝肉,中式,闽味,正餐,菜肴类,酸甜|鲜香,双人晚餐|朋友聚餐,下饭|分享,,中等预算,30,中等,里脊肉|番茄酱|荸荠|青椒,0,0,中等,酸甜口很讨喜，摆在聚餐桌上也比较容易被接受。
647,法式尼斯沙拉,西式,法式西餐,轻食早午餐,沙拉碗类,清淡|鲜香,一个人吃|健身准备餐,清爽|高蛋白,,中等预算,20,简单,金枪鱼|生菜|鸡蛋|橄榄,0,0,低,配料丰富但整体不重，适合想吃更完整一点的法式轻食。
648,法式焦糖烤布蕾,西式,法式西餐,甜品,布丁冻品类,奶香|酸甜,下午茶|朋友聚餐,治愈|分享|素食友好,,中等预算,35,中等,淡奶油|蛋黄|砂糖|香草,0,1,高,表层焦糖和内里的柔滑感反差很舒服，适合需要一点精致感的甜品时刻。
649,越式滴漏咖啡,东南亚,越式,饮品,咖啡类,奶香|重口,下午茶|一个人吃,治愈|解馋|素食友好,,低预算,10,简单,咖啡粉|炼乳|热水|冰块,0,1,中等,炼乳会把咖啡的厚感放大，适合想喝一杯更有记忆点的下午咖啡。
650,越式椰香冰咖啡,东南亚,越式,饮品,咖啡类,奶香|酸甜,下午茶|一个人吃,清爽|治愈|素食友好,,中等预算,10,简单,咖啡|椰奶|冰块|糖浆,0,1,中等,椰香会让咖啡更轻一点，适合天气热时想喝点特别的提神饮品。
651,拉美香料烤鸡饭,拉美,拉美风味,正餐,饭类,鲜香|蒜香,双人晚餐|朋友聚餐,高蛋白|分享,,中等预算,30,中等,鸡腿肉|米饭|甜椒|洋葱,0,0,中等,香料气味很开，但整体不会太刺激，适合多人一起吃得轻松一点。
652,阿根廷青酱牛排卷饼,拉美,拉美风味,正餐,饼类,鲜香|蒜香,双人晚餐|朋友聚餐,分享|解馋,,高预算,25,中等,牛排|卷饼|青酱|生菜,0,0,中等,牛排和青酱的组合会让卷饼更有层次，也比较适合分着吃。
653,台式红烧牛肉面,中式,台式,正餐,面类,鲜香|酱香,一个人吃|夜宵,暖胃|治愈|解馋,,中等预算,40,中等,牛肉|面条|白萝卜|豆瓣酱,1,0,中等,汤头浓郁但顺口，适合晚上想吃一碗热面慢慢缓下来的时候。
654,台式豆浆饭团,中式,台式,轻食早午餐,轻主食类,鲜香|奶香,早餐|一个人吃,快手|省钱,,低预算,10,简单,糯米饭|豆浆|肉松|油条,0,0,中等,很有熟悉的早餐感，适合忙碌早晨想吃得快又有点满足的时候。
655,粤式艇仔粥,中式,粤菜,正餐,锅汤类,清淡|鲜香,早餐|夜宵,暖胃|治愈,,中等预算,25,简单,大米|虾仁|瘦肉|花生,0,0,低,口感丰富但整体温和，适合早餐或夜里想吃点热乎顺口的粥。
656,广式虾饺皇,中式,粤菜,轻食早午餐,饼类,鲜香|清淡,早餐|下午茶,分享|高蛋白,,中等预算,25,中等,虾仁|澄粉|猪油|笋丁,0,0,低,皮薄馅鲜，适合当作轻巧一点的广式点心来吃。
657,意式提拉米苏冰杯,西式,意式,甜品,冰品类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,15,简单,马斯卡彭|咖啡液|可可粉|冰块,0,1,中等,冰凉版会更适合夏天，咖啡香和奶香也保留得很好。
658,意式番茄海鲜汤,西式,意式,正餐,锅汤类,酸甜|鲜香,双人晚餐|朋友聚餐,暖胃|分享,,高预算,30,中等,番茄|虾|鱿鱼|洋葱,0,0,低,番茄和海鲜一起煮会很鲜亮，适合稍微正式一点的双人或多人用餐。
659,南洋咖椰吐司,东南亚,南洋风味,轻食早午餐,吐司卷饼类,奶香|酸甜,早餐|下午茶,快手|治愈|素食友好,,低预算,10,简单,吐司|咖椰酱|黄油|鸡蛋,0,1,中等,甜咸平衡得比较轻巧，适合早餐或下午配一杯热饮慢慢吃。
660,南洋椰汁西米冰,东南亚,南洋风味,甜品,冰品类,奶香|酸甜,下午茶|一个人吃,清爽|治愈|素食友好,,低预算,15,简单,椰浆|西米|红豆|冰块,0,1,中等,冰凉顺滑又带一点颗粒感，很适合天气热时当作轻甜品。
661,青提茉莉气泡饮,饮品特调,饮品特调,饮品,气泡饮类,酸甜|清淡,下午茶|一个人吃,清爽|治愈|素食友好,,低预算,8,简单,青提|茉莉茶|气泡水|冰块,0,1,低,气泡和果香都比较轻，适合下午想喝点很清新的东西。
662,木瓜香蕉奶昔,饮品特调,饮品特调,饮品,奶昔类,奶香|酸甜,下午茶|健身准备餐,高蛋白|治愈|素食友好,,中等预算,8,简单,木瓜|香蕉|酸奶|牛奶,0,1,中等,顺滑又有饱腹感，适合想把下午加餐做得更像一杯完整小餐的时候。
663,桂花米酿热饮,中式,中式甜品,饮品,热饮类,奶香|酸甜,夜宵|一个人吃,暖胃|治愈|素食友好,,低预算,12,简单,酒酿|牛奶|桂花|红糖,0,1,中等,温热柔和，特别适合晚上想喝点甜口热饮放松一下的时候。
